d3mIndex,mido,pmid,py,py2,py3,terriss,riveriss,mariss,terrAtt,rivAtt,marAtt,minpol,rbal,lnkmdist
17991,0,0,79,6241,493039,0,0,0,0,0,0,-6,0.0230142627865427,7.78945456608667
22190,0,0,4,16,64,0,0,0,0,0,0,-8,0.179945054945055,8.15708378502887
14552,0,0,9,81,729,0,0,0,0,0,0,-7,0.455529473135107,7.59940133341582
7862,0,0,43,1849,79507,0,0,0,0,0,0,-8,0.0164552595052992,8.24852912480022
6650,0,0,35,1225,42875,0,0,1,0,0,0,2,0.0550142918881214,8.52555810774787
10187,0,0,48,2304,110592,0,0,0,0,0,0,-7,0.0768828451882845,7.29709100516042
9175,0,0,14,196,2744,0,0,0,0,0,0,3,0.586697823358865,8.75904072752422
23129,0,0,54,2916,157464,0,0,0,0,0,0,7,0.0514229743701366,7.13169851046691
24679,0,0,60,3600,216000,0,0,0,0,0,0,-1,0.0274420983414919,8.56978564153541
10990,0,0,19,361,6859,0,0,0,0,0,0,0,0.461759631972398,8.71719093322313
17883,0,0,41,1681,68921,0,0,0,0,0,0,-6,0.0149853606601011,7.56268124672188
23746,0,0,2,4,8,0,0,0,0,0,0,3,0.0794653483475236,8.65172408437384
5291,0,0,21,441,9261,0,0,0,0,0,0,3,0.00414841082891211,9.03384182848502
11973,0,0,24,576,13824,0,0,0,0,0,0,-10,0.38810861423221,7.71957398925958
5389,0,0,29,841,24389,0,0,1,0,0,0,10,0.0469043776979892,6.59441345974978
17691,0,0,29,841,24389,0,0,0,0,0,0,-6,0.0356995969400346,7.11963563801764
24477,0,0,32,1024,32768,0,0,0,0,0,0,-3,0.102694709168584,8.40536737623398
14112,0,0,4,16,64,0,0,0,0,0,0,-9,0.0629801415741099,8.08116577772543
907,0,0,22,484,10648,0,0,0,0,0,0,-9,0.495629484670581,7.43248380791712
3561,1,1,0,0,0,1,0,0,0,0,0,-3,0.456961850984713,7.29979736675816
22455,0,0,74,5476,405224,0,0,0,0,0,0,-9,0.0148000776397516,8.56063574925907
5281,0,0,11,121,1331,0,0,0,0,0,0,2,0.00555477699258546,9.03384182848502
13078,0,0,72,5184,373248,0,0,0,0,0,0,-10,0.592295345104334,7.65396918047877
21446,0,0,70,4900,343000,0,0,0,0,0,0,-8,0.981404958677686,8.61558951327243
18091,0,0,2,4,8,0,0,0,0,0,0,-8,0.00229205061095538,8.78446845409036
15483,0,0,8,64,512,0,0,0,0,0,0,NA,0.000475679261257015,8.12946976478423
22516,0,0,45,2025,91125,0,0,0,0,0,0,-8,0.21656050955414,8.22335889947926
16027,0,0,8,64,512,0,0,0,0,0,0,NA,0.00316710546693511,7.78530518253986
5906,0,1,24,576,13824,0,0,1,0,0,0,-3,0.0921320969270145,8.01433573729942
7076,0,0,41,1681,68921,0,0,0,0,0,0,-1,0.542865090403338,9.10353436765837
23864,0,1,48,2304,110592,0,0,0,0,0,0,-7,0.581430745814307,6.25958146406492
23534,0,0,0,0,0,0,0,0,0,0,0,-3,0.565326633165829,8.48652777710535
5074,0,0,74,5476,405224,0,0,0,0,0,0,-8,0.00217423695849933,8.90693533905917
22343,0,0,52,2704,140608,0,0,0,0,0,0,-8,0.122164672262904,7.96485088744731
8594,0,0,67,4489,300763,0,0,0,0,0,0,-7,0.572185325743201,7.71199650704767
24766,0,0,60,3600,216000,0,0,0,0,0,0,4,0.286630036630037,8.59081533128685
23893,0,0,9,81,729,0,0,0,0,0,0,-5,NA,6.63331843328038
13332,0,0,17,289,4913,0,0,0,0,0,0,8,0.040547195622435,7.31986492980897
2241,0,0,54,2916,157464,0,0,0,0,0,0,-5,0.452597994530538,8.18479265416508
15790,0,0,5,25,125,0,0,0,0,0,0,NA,0.00145423184440611,8.12177741916107
6804,0,0,49,2401,117649,0,0,0,0,0,0,-9,0.671550836740096,8.89316082873538
20983,0,0,6,36,216,0,0,0,0,0,0,0,0.160085632730733,8.15593633797239
6521,0,0,15,225,3375,0,0,0,0,0,0,-9,0.112312992914621,8.29579811063615
16411,0,0,1,1,1,0,0,0,0,0,0,NA,0.0207003089598352,7.13089883029635
13589,0,0,11,121,1331,0,0,0,0,0,0,-9,0.0329232936397438,8.71588010229646
4417,0,1,10,100,1000,0,0,0,0,0,0,-7,0.0886704255216616,5.37063802812766
402,0,0,5,25,125,0,0,0,0,0,0,-5,0.378414138550232,7.78322401633604
17712,0,0,50,2500,125000,0,0,0,0,0,0,-10,0.0419708846584546,7.11963563801764
4780,0,0,50,2500,125000,0,0,1,0,0,0,-4,0.00610456224973017,8.63958779962984
15122,0,0,5,25,125,0,0,0,0,0,0,NA,0.0515113350125945,6.68586094706836
18765,0,0,25,625,15625,0,0,0,0,0,0,-3,0.361180175700315,8.6447065117152
16731,0,0,15,225,3375,0,0,0,0,0,0,-7,0.00633883530723469,8.44376191333035
18479,0,0,9,81,729,0,0,0,0,0,0,-9,0.461380373351601,8.10681603894705
2628,0,1,50,2500,125000,0,0,0,0,0,0,-3,0.139076271501896,8.06620756800626
7123,0,0,18,324,5832,0,0,0,0,0,0,0,0.0997521969575293,9.10952506673737
1537,0,0,22,484,10648,0,0,0,0,0,0,-9,0.701730293875309,8.52436739516424
1096,0,0,31,961,29791,0,0,0,0,0,0,-10,0.0944657152801949,8.16394095475501
16663,0,0,37,1369,50653,0,0,0,0,0,0,-6,0.183390245238574,8.19007704971905
2906,0,0,3,9,27,0,0,0,0,0,0,1,0.220833077975935,8.03300949859667
19628,0,0,12,144,1728,0,0,0,0,0,0,-6,0.196472619634928,7.72090525193678
4329,0,0,86,7396,636056,0,0,0,0,0,0,-6,0.194789171928297,7.20489251020467
18914,0,0,84,7056,592704,0,0,0,0,0,0,-7,0.259114717058642,8.64909826229618
6748,0,0,63,3969,250047,0,0,0,0,0,0,7,0.309848012025422,8.75998249497728
21558,0,0,2,4,8,0,0,0,0,0,0,-1,0.0613766888402264,8.7371316117815
14,0,1,11,121,1331,1,0,0,0,0,0,-6,0.607986111111111,6.89871453432999
7331,0,0,13,169,2197,0,0,0,0,0,0,-9,0.0284894858896943,8.01532730902172
976,0,0,1,1,1,0,0,0,0,0,0,-3,0.787548564389273,7.89692465626886
8246,0,0,15,225,3375,0,0,1,0,0,0,-7,0.0137881636672934,6.48463523563525
13712,0,1,4,16,64,0,0,0,0,0,0,NA,0.0243060257278267,7.46908388492123
19957,0,0,32,1024,32768,0,0,0,0,0,0,-10,0.016801874256941,8.60116662519242
5858,0,1,12,144,1728,1,1,0,1,1,0,-6,0.0292161023455655,8.01433573729942
1016,0,0,41,1681,68921,0,0,0,0,0,0,-5,0.633917651854872,7.89692465626886
22330,0,0,39,1521,59319,0,0,0,0,0,0,-8,0.127113110353334,7.96485088744731
9213,0,0,52,2704,140608,0,0,0,0,0,0,-9,0.702612668348165,8.75904072752422
7104,0,0,69,4761,328509,0,0,0,0,0,0,8,0.460818120904084,9.10353436765837
9727,0,0,22,484,10648,0,0,0,0,0,0,-3,0.254923897129914,7.48885295573346
7183,0,0,8,64,512,0,0,0,0,0,0,10,0.00295940541317527,7.7591874385078
325,0,0,17,289,4913,1,0,0,0,0,0,-5,0.155782346915832,8.20275638165564
9811,0,0,12,144,1728,0,0,0,0,0,0,-9,0.194775878748791,7.15148546390474
5854,0,1,8,64,512,1,1,0,0,0,0,-3,0.0304186854183643,8.01433573729942
1701,0,0,11,121,1331,0,0,0,0,0,0,-7,0.118297401879491,7.9359451033537
23088,0,0,13,169,2197,0,0,0,0,0,0,5,0.0420990056204064,7.13169851046691
14689,0,0,7,49,343,0,0,0,0,0,0,-7,0.00648292213084389,8.13064796816058
19433,0,0,64,4096,262144,0,0,0,0,0,0,-7,0.281807372175981,6.75809450442773
20971,0,0,84,7056,592704,0,0,0,0,0,0,-10,0.140136423371368,7.80180040190897
20181,0,0,76,5776,438976,0,0,0,0,0,0,-8,0.952649379932356,8.59895749321888
2916,0,0,13,169,2197,0,0,0,0,0,0,2,0.197491021630836,8.03300949859667
4838,0,1,14,196,2744,0,0,0,0,0,0,-3,0.0274050415699595,8.81314100828505
11274,0,0,16,256,4096,0,0,0,0,0,0,-6,0.0736760209158841,7.94342776787637
14827,0,0,1,1,1,0,0,0,0,0,0,8,0.0285855101034993,8.56845648535378
3596,0,1,29,841,24389,0,0,0,0,0,0,-8,0.646559508759256,7.29979736675816
3547,0,1,8,64,512,1,0,0,1,0,0,-3,0.336471302763438,7.29979736675816
10927,0,0,27,729,19683,0,0,0,0,0,0,-8,0.0605772168558603,8.70566247879643
22411,0,0,30,900,27000,0,0,0,0,0,0,-3,0.0161891350786945,8.56063574925907
6236,0,1,15,225,3375,0,0,0,0,0,0,-8,0.000511463795369641,8.04012466444838
6143,0,1,17,289,4913,0,0,0,0,0,0,-9,0.00124195545336595,8.01433573729942
18042,0,0,7,49,343,0,0,0,0,0,0,8,0.0112900797832305,7.70120018085745
887,0,0,2,4,8,0,0,0,0,0,0,-3,0.523831190990786,7.43248380791712
23066,0,0,78,6084,474552,0,0,0,0,0,0,-10,0.543304153473645,6.71538338633468
14686,0,0,4,16,64,0,0,0,0,0,0,-7,0.00731975112846163,8.13064796816058
19346,0,1,60,3600,216000,0,0,0,0,0,0,-8,0.428459734167318,6.2709884318583
6935,0,0,40,1600,64000,0,0,0,0,0,0,-9,0.0244820638781195,8.99156227817161
23652,0,0,48,2304,110592,0,0,0,0,0,0,6,0.0637065637065637,8.51579221050061
16921,0,0,76,5776,438976,0,0,0,0,0,0,-7,0.275550241022383,8.35725915349991
21129,0,0,23,529,12167,0,0,0,0,0,0,-9,0.167412055270009,8.06148686687133
21400,0,0,24,576,13824,0,0,0,0,0,0,-6,0.771904417089066,8.61558951327243
3705,0,1,8,64,512,1,0,0,1,0,0,-6,0.29452328240119,7.55381085200823
19111,0,1,3,9,27,1,0,0,0,0,0,-9,0.336618052818289,5.84354441703136
1845,0,0,5,25,125,0,0,0,0,0,0,-4,0.00220355442910085,7.81075811652936
13250,0,0,14,196,2744,0,0,0,0,0,0,-3,0.264811490125673,7.29369772060144
3788,0,1,51,2601,132651,0,0,0,0,0,0,-9,0.117538805002036,7.70210434005105
20373,0,0,88,7744,681472,0,0,0,0,0,0,5,0.0935738646562556,8.72631895096224
1137,0,0,72,5184,373248,0,0,0,0,0,0,-9,0.297577988761868,8.16394095475501
7639,0,0,30,900,27000,0,0,0,0,0,0,5,0.0505188334972868,8.21093973337902
20020,0,0,5,25,125,0,0,0,0,0,0,0,0.318931068931069,8.2872767558146
22203,0,0,2,4,8,0,0,0,0,0,0,-5,0.324647122692725,7.37838371299671
7370,0,0,52,2704,140608,0,0,0,0,0,0,-3,0.0588960968118229,8.01532730902172
15045,0,0,0,0,0,0,0,0,0,0,0,NA,0.10738255033557,7.90211754627645
5265,0,0,85,7225,614125,0,0,1,0,0,0,8,0.0423380685783186,9.02617712030286
13911,0,0,10,100,1000,0,0,0,0,0,0,10,0.980332829046899,7.08086789669078
21823,0,1,77,5929,456533,0,0,1,0,0,0,-1,0.898586757393353,5.8805329864007
22888,0,0,57,3249,185193,0,0,0,0,0,0,-8,0.296178824950914,8.70731756027321
13969,0,0,12,144,1728,0,0,0,0,0,0,7,0.177123578386026,7.35372233039963
22525,0,0,54,2916,157464,0,0,0,0,0,0,-10,0.43197990791126,8.22335889947926
9845,0,0,46,2116,97336,0,0,0,0,0,0,2,0.336448598130841,7.15148546390474
20903,0,0,16,256,4096,0,0,0,0,0,0,-6,0.449085572363965,7.80180040190897
20879,0,0,82,6724,551368,0,0,0,0,0,0,-10,0.147313554637113,7.56682847920833
22423,0,0,42,1764,74088,0,0,0,0,0,0,-8,0.0151460137973961,8.56063574925907
12355,0,0,78,6084,474552,0,0,0,0,0,0,-8,0.444569025928521,8.52218073292728
17717,0,0,55,3025,166375,0,0,0,0,0,0,-6,0.0471251732543134,7.11963563801764
20238,0,0,43,1849,79507,0,0,0,0,0,0,-3,0.0889679715302491,8.61920811682297
11863,0,0,35,1225,42875,0,0,0,0,0,0,-9,0.346337498730062,6.90073066404517
21199,0,0,3,9,27,0,0,0,0,0,0,-3,0.0313458810747734,8.62694405537536
24066,0,0,8,64,512,0,0,0,0,0,0,-7,0.206172839506173,7.77275271646874
22523,0,0,52,2704,140608,0,0,0,0,0,0,-8,0.397520340953119,8.22335889947926
4740,0,0,10,100,1000,0,0,0,0,0,0,2,0.00513847796322354,8.63958779962984
1969,1,1,0,0,0,1,0,0,0,0,0,-2,0.391402453135848,7.20711885620776
17548,0,1,5,25,125,0,0,1,0,0,0,-6,0.0628185229092065,6.97073007814353
530,0,0,43,1849,79507,0,0,0,0,0,0,-9,0.136392852551742,8.23244015847034
3712,0,0,4,16,64,1,0,0,0,0,0,1,0.0920074349442379,7.70210434005105
9687,0,1,4,16,64,0,0,0,0,0,0,NA,0.00120870265914585,7.81762544305337
21158,0,0,52,2704,140608,0,0,0,0,0,0,-6,0.160623920938263,8.06148686687133
11591,0,0,40,1600,64000,0,0,0,0,0,0,-8,0.578146611341632,7.41697962138115
19290,0,1,4,16,64,0,0,0,0,0,0,-9,0.426487977926685,6.2709884318583
13259,0,0,23,529,12167,0,0,0,0,0,0,-9,0.234689996196272,7.29369772060144
4443,0,1,16,256,4096,1,0,1,0,0,0,-5,0.00499744303092649,8.24485939591126
3162,0,1,51,2601,132651,0,0,0,0,0,0,-4,0.033932996267893,7.68616230349291
20428,0,0,53,2809,148877,0,0,0,0,0,0,-3,0.201543739279588,8.74735207762435
9222,0,0,61,3721,226981,0,0,0,0,0,0,-7,0.797233442572975,8.75904072752422
5371,0,0,11,121,1331,0,1,1,0,0,0,10,0.0425200575698896,6.59441345974978
4558,0,0,46,2116,97336,0,0,0,0,0,0,-3,0.00338939372793199,8.1164170727942
14320,0,0,8,64,512,0,0,0,0,0,0,NA,0.0241417497231451,5.10594547390058
7961,0,0,2,4,8,0,0,0,0,0,0,-3,0.00833759529954684,8.30745932701195
15059,0,0,14,196,2744,0,0,0,0,0,0,10,0.125309559187717,7.90211754627645
4270,0,0,27,729,19683,0,0,0,0,0,0,-2,0.382353842852325,7.20489251020467
21085,0,0,69,4761,328509,0,0,0,0,0,0,0,0.482161323681489,7.56579328242851
10193,0,0,54,2916,157464,0,0,0,0,0,0,-7,0.0878620240807029,7.29709100516042
23433,0,0,39,1521,59319,0,0,0,0,0,0,6,0.00913188686736577,8.49515206053936
5075,0,0,75,5625,421875,0,0,0,0,0,0,-8,0.00232968633502679,8.90693533905917
2510,0,0,53,2809,148877,0,0,0,0,0,0,2,0.932675814751286,8.40020983593042
24300,0,0,29,841,24389,0,0,0,0,0,0,-10,0.00523638016644521,8.39185670010494
3833,0,0,35,1225,42875,0,0,0,0,0,0,0,0.475058224557223,7.75233516330229
17730,0,0,68,4624,314432,0,0,0,0,0,0,-6,0.0428560069968991,7.11963563801764
16204,0,0,6,36,216,0,0,0,0,0,0,NA,0.0135745104546963,7.62559507213245
11936,0,0,2,4,8,0,0,0,0,0,0,-3,0.0615780213831371,7.66622192566273
3338,0,0,76,5776,438976,0,0,0,0,0,0,-7,0.139733499810666,8.02518932189084
152,0,0,23,529,12167,0,0,0,0,0,0,-5,0.320254342431762,6.55819780281227
20994,0,0,17,289,4913,0,0,0,0,0,0,-10,0.135194959986378,8.15593633797239
20628,0,1,10,100,1000,0,0,1,0,0,0,-8,0.79041216018708,5.50938833662798
15202,0,0,1,1,1,0,0,0,0,0,0,NA,0.00126745810055866,8.56921621948339
6883,0,0,58,3364,195112,0,0,0,0,0,0,-7,0.0620523439356394,8.83419131820207
2604,0,1,26,676,17576,0,0,0,0,0,0,5,0.139254944603709,8.06620756800626
9398,0,0,67,4489,300763,0,0,0,0,0,0,-10,0.289162175855557,8.8446246833853
23600,0,0,66,4356,287496,0,0,0,0,0,0,-8,0.717843631778058,8.48652777710535
20362,0,0,77,5929,456533,0,0,0,0,0,0,-9,0.0579839713911683,8.72631895096224
10853,0,0,24,576,13824,0,0,0,0,0,0,0,0.293594306049822,8.6569551337914
17457,0,0,72,5184,373248,0,0,0,0,0,0,-10,0.0618662356987298,8.92159106356398
18391,0,0,11,121,1331,0,0,0,0,0,0,-9,0.90973590855341,7.64683139143048
6730,0,0,45,2025,91125,0,0,0,0,0,0,5,0.176135072668155,8.75998249497728
5526,0,1,2,4,8,1,0,0,0,0,0,-7,0.0238549492865939,7.50273821075485
23891,0,0,7,49,343,0,0,0,0,0,0,-5,NA,6.63331843328038
20969,0,0,82,6724,551368,0,0,0,0,0,0,-10,0.111788090053737,7.80180040190897
4955,0,0,45,2025,91125,0,0,0,0,0,0,-5,0.00171779812355173,8.72745411689943
19359,0,1,73,5329,389017,0,0,0,0,0,0,-10,0.672590901679439,6.2709884318583
24499,0,0,54,2916,157464,0,0,0,0,0,0,-9,0.686642599277978,8.40536737623398
17872,0,0,30,900,27000,0,0,0,0,0,0,-6,0.0101978350130646,7.56268124672188
5786,0,1,2,4,8,0,0,0,0,0,0,NA,2.92169990343782e-05,8.11132800328673
16110,0,0,3,9,27,0,0,0,0,0,0,NA,0.786666666666667,6.05678401322862
18090,0,0,1,1,1,0,0,0,0,0,0,-8,0.00206778876742437,8.78446845409036
7689,0,0,10,100,1000,0,0,0,0,0,0,5,0.0187981447048487,8.1978140322212
12389,0,0,30,900,27000,0,0,0,0,0,0,-9,0.126205827960214,8.65329627440858
16309,0,0,1,1,1,0,0,0,0,0,0,NA,0.00966168371361133,8.65049955872446
16892,0,0,47,2209,103823,0,0,0,0,0,0,-6,0.269221927633293,8.35725915349991
8427,0,0,2,4,8,0,0,0,0,0,0,-3,0.0165964912280702,7.52456122628536
14820,0,0,18,324,5832,0,0,0,0,0,0,8,0.00377491847782436,8.56522116042682
19630,0,0,14,196,2744,0,0,0,0,0,0,-6,0.214306110793832,7.72090525193678
24264,0,0,80,6400,512000,0,0,1,0,0,0,-5,0.0859623241034952,7.76302130901852
16299,0,0,0,0,0,0,0,0,0,0,0,NA,0.000527477177921528,8.6459381473068
21313,0,0,27,729,19683,0,0,0,0,0,0,-6,0.327133757961783,8.30745932701195
3440,0,1,4,16,64,0,0,0,0,0,0,7,0.225661673566273,7.77064523412918
7991,0,0,32,1024,32768,0,0,0,0,0,0,-1,0.0112786719047016,8.30745932701195
4732,0,0,2,4,8,0,0,0,0,0,0,2,0.00518856522086675,8.63958779962984
19652,0,0,36,1296,46656,0,0,0,0,0,0,-10,0.173011760015946,7.72090525193678
8518,0,0,8,64,512,0,0,0,0,0,0,-6,0.119986287281454,7.45876269238096
18897,0,0,67,4489,300763,0,0,0,0,0,0,3,0.19353130319652,8.64909826229618
782,0,0,25,625,15625,0,0,0,0,0,0,-5,0.892767031118587,8.45574322910002
401,0,0,4,16,64,0,0,0,0,0,0,0,0.328321910236569,7.78322401633604
18122,0,0,6,36,216,1,0,1,0,0,0,5,0.0316109422492401,5.9427993751267
8096,0,0,1,1,1,0,0,0,0,0,0,-5,0.0108783705589631,7.90285719128058
22539,0,0,68,4624,314432,0,0,0,0,0,0,-8,0.422792125699837,8.22335889947926
8466,0,0,7,49,343,0,0,0,0,0,0,-10,0.0727538044611215,7.49609734517596
42,0,1,39,1521,59319,0,0,0,0,0,0,-3,0.313432835820896,6.89871453432999
14117,0,0,9,81,729,0,0,0,0,0,0,-9,0.0432002433816529,8.08116577772543
16900,0,0,55,3025,166375,0,0,0,0,0,0,-6,0.245200656374962,8.35725915349991
21622,0,0,66,4356,287496,0,0,0,0,0,0,-1,0.0470841334700183,8.7371316117815
9369,0,0,38,1444,54872,0,0,0,0,0,0,0,0.600536486560464,8.8446246833853
13326,0,0,11,121,1331,0,0,0,0,0,0,7,0.0538787326435426,7.31986492980897
18146,0,0,3,9,27,0,0,0,0,0,0,8,0.0689170182841069,6.84481547920826
22566,0,0,5,25,125,0,0,0,0,0,0,-5,0.912987843889955,8.55313931818971
23783,0,0,39,1521,59319,0,0,0,0,0,0,8,0.182824189526185,8.65172408437384
10981,0,0,10,100,1000,0,0,0,0,0,0,-3,0.543771317199935,8.71719093322313
14936,0,0,20,400,8000,0,0,0,0,0,0,-3,0.00195057456254897,8.36053938137086
4530,0,0,18,324,5832,0,0,0,0,0,0,-6,0.00150062873800684,8.1164170727942
12699,0,0,2,4,8,0,0,0,0,0,0,NA,0.00728127671701339,7.03878354138854
6453,0,0,17,289,4913,0,0,0,0,0,0,5,0.235959713648738,8.41648848729461
2470,0,0,13,169,2197,0,0,0,0,0,0,-3,0.374145333121323,8.40020983593042
9576,0,0,17,289,4913,0,0,0,0,0,0,-7,0.0512980269989616,6.69703424766648
23708,0,0,34,1156,39304,0,0,0,0,0,0,-9,0.00988790114796779,8.62927109482159
1325,0,0,80,6400,512000,0,0,0,0,0,0,-8,0.0739383487820651,8.30251371851416
20869,0,0,72,5184,373248,0,0,0,0,0,0,0,0.110794855576639,7.56682847920833
19655,0,0,39,1521,59319,0,0,0,0,0,0,-5,0.157333333333333,7.72090525193678
10012,0,0,43,1849,79507,0,0,0,0,0,0,-8,0.164007143268621,7.14045304310116
22605,0,0,44,1936,85184,0,0,0,0,0,0,-9,0.376082077588971,8.55313931818971
5913,0,1,31,961,29791,0,0,1,0,0,0,-3,0.0885234286249663,8.01433573729942
22598,0,0,37,1369,50653,0,0,0,0,0,0,-8,0.501231093914879,8.55313931818971
16105,0,0,9,81,729,0,0,0,0,0,0,NA,0.00776457055214724,8.57300625623545
3435,1,0,83,6889,571787,0,0,0,0,0,0,-8,0.276469026700235,7.77064523412918
6720,0,0,35,1225,42875,0,0,0,0,0,0,-2,0.116693076963903,8.75998249497728
14397,0,0,3,9,27,0,0,0,0,0,0,8,0.0430706123644887,8.00235954625271
11169,0,0,1,1,1,0,0,0,0,0,0,-9,0.0431761786600496,7.31121838441963
22702,0,0,51,2601,132651,0,0,0,0,0,0,-8,0.103576787183583,8.57395152523485
12233,0,0,38,1444,54872,0,0,0,0,0,0,-9,0.644419036730027,8.25478892614873
4114,0,0,46,2116,97336,0,0,0,0,0,0,-9,0.372868302343492,6.91968384984741
9815,0,0,16,256,4096,0,0,0,0,0,0,-9,0.310445039603396,7.15148546390474
11005,0,0,34,1156,39304,0,0,0,0,0,0,-5,0.496283590623213,8.71719093322313
184,0,1,22,484,10648,0,0,0,0,0,0,-5,0.255997742026531,6.55819780281227
10396,0,0,32,1024,32768,0,0,0,0,0,0,-5,0.0791716342120369,7.01750614294126
170,0,1,8,64,512,0,0,0,0,0,0,-1,0.276768793430196,6.55819780281227
6218,0,1,13,169,2197,1,0,0,0,0,0,-3,0.000781967814315177,8.04012466444838
7060,0,0,25,625,15625,0,0,0,0,0,0,-8,0.466391658207125,9.10353436765837
12169,0,0,56,3136,175616,0,0,0,0,0,0,-10,0.0356749971316924,8.40312823512826
12789,0,0,38,1444,54872,0,0,0,0,0,0,-9,0.0633242047609016,8.02715010683277
23386,0,0,62,3844,238328,0,0,0,0,0,0,7,0.0570037157977705,7.85205020726589
14173,0,0,9,81,729,0,0,0,0,0,0,-8,0.4518779342723,8.29179710504873
24476,0,0,31,961,29791,0,0,0,0,0,0,-3,0.0756962335909704,8.40536737623398
13676,0,0,14,196,2744,0,0,0,0,0,0,10,0.174844505874223,7.56371966841437
12698,0,0,1,1,1,0,0,0,0,0,0,NA,0.00749157015100425,7.03878354138854
14529,0,0,14,196,2744,0,0,0,0,0,0,8,0.314977608226903,7.82284529027977
15228,0,0,3,9,27,0,0,0,0,0,0,NA,0.00645921735030646,8.57847641983314
9630,0,0,15,225,3375,0,0,0,0,0,0,-7,0.00829103214890017,7.8808043446749
12976,0,0,52,2704,140608,0,0,0,0,0,0,-9,0.386567746973838,7.55433482372575
6551,0,0,45,2025,91125,0,0,0,0,0,0,6,0.526086104908528,8.29579811063615
14249,0,0,1,1,1,0,0,0,0,0,0,8,0.72864768683274,8.51779301148821
18971,0,0,51,2601,132651,0,0,0,0,0,0,-9,0.0794596952194658,8.76139348525606
12012,0,0,63,3969,250047,0,0,0,0,0,0,-3,0.689734023348177,7.71957398925958
11399,0,0,61,3721,226981,0,0,0,0,0,0,-9,0.59399967389532,7.5923661285198
23216,0,0,1,1,1,0,0,0,0,0,0,2,0.364367046215673,7.97004930497614
1054,0,0,79,6241,493039,0,0,0,0,0,0,-10,0.679024285407264,7.89692465626886
17527,0,0,43,1849,79507,0,0,0,0,0,0,-9,0.115156769252998,6.97073007814353
8121,0,0,9,81,729,0,0,0,0,0,0,7,0.0099932440040536,8.3020178097512
4865,0,1,41,1681,68921,0,0,0,0,0,0,-7,0.0290225561951058,8.81314100828505
20518,0,1,32,1024,32768,1,0,1,0,0,0,-6,0.518382352941177,5.30330490805908
19559,0,0,33,1089,35937,0,0,0,0,0,0,5,0.0891158668396022,7.48829351515943
9494,0,0,12,144,1728,0,0,0,0,0,0,-3,0.120745718621288,7.23056315340929
7903,0,0,14,196,2744,0,0,0,0,0,0,10,0.00851995285401583,8.29629711264251
17944,0,0,32,1024,32768,0,0,0,0,0,0,-6,0.0113083283576689,7.78945456608667
6775,0,0,20,400,8000,0,0,0,0,0,0,-7,0.767887351975321,8.89316082873538
14439,0,0,8,64,512,0,0,0,0,0,0,-1,0.34574841883345,7.95402108727804
12499,0,0,58,3364,195112,0,0,0,0,0,0,-10,0.0770441386678988,8.69332898912311
9133,0,0,57,3249,185193,0,0,0,0,0,0,-9,0.0975749788118216,8.69767973226446
8871,0,0,50,2500,125000,0,0,0,0,0,0,-10,0.876096419985706,8.28223006329669
18530,0,0,60,3600,216000,0,0,0,0,0,0,-5,0.250587014689019,8.10681603894705
17983,0,0,71,5041,357911,0,0,0,0,0,0,-7,0.0316789862724393,7.78945456608667
4391,0,1,50,2500,125000,1,1,0,0,0,0,-1,0.0924190800681431,5.37063802812766
3277,0,0,15,225,3375,0,0,0,0,0,0,-3,0.235844906680073,8.02518932189084
18709,0,0,59,3481,205379,0,0,0,0,0,0,-5,0.903419316136773,8.34593026197902
20828,0,0,31,961,29791,0,0,0,0,0,0,-6,0.152189141856392,7.56682847920833
5760,0,0,22,484,10648,0,0,0,0,0,0,10,0.000126629346387623,8.11072758297449
362,0,1,21,441,9261,0,0,0,0,0,0,-5,0.263070454693112,8.20275638165564
9454,0,0,38,1444,54872,0,0,0,0,0,0,-9,0.0960986412226262,7.04925484125584
24445,0,0,0,0,0,0,0,0,0,0,0,NA,NA,8.40536737623398
12273,0,0,78,6084,474552,0,0,0,0,0,0,6,0.901225211570039,8.25478892614873
1099,0,0,34,1156,39304,0,0,0,0,0,0,-10,0.0918925941966219,8.16394095475501
7405,0,0,21,441,9261,0,0,0,0,0,0,10,0.0138978014926292,8.01928379291679
14208,0,0,16,256,4096,0,0,0,0,0,0,-7,0.167734462663337,8.50875771259514
22338,0,0,47,2209,103823,0,0,0,0,0,0,-8,0.0812318551830136,7.96485088744731
16358,0,0,7,49,343,0,0,0,0,0,0,NA,0.00922693266832918,7.91899248816525
7950,0,0,61,3721,226981,0,0,0,0,0,0,10,0.0168601554110614,8.29629711264251
23185,0,0,40,1600,64000,0,0,0,0,0,0,6,0.0183572073815976,7.53796265976821
4284,0,0,41,1681,68921,0,0,0,0,0,0,0,0.571389808433277,7.20489251020467
4818,0,1,8,64,512,0,0,1,0,0,0,7,0.0234388724278871,8.63958779962984
21503,0,0,37,1369,50653,0,0,0,0,0,0,-9,0.110413749818954,8.62479120201426
21444,0,0,68,4624,314432,0,0,0,0,0,0,-8,0.948847071296051,8.61558951327243
7966,0,0,7,49,343,0,0,0,0,0,0,-3,0.00624312988911774,8.30745932701195
23195,0,0,50,2500,125000,0,0,0,0,0,0,9,0.0331476371461793,7.53796265976821
3448,0,0,6,36,216,1,0,0,0,0,0,-3,0.105138896822223,7.73061406606374
5298,0,0,28,784,21952,0,0,0,0,0,0,3,0.00492268370819957,9.03384182848502
